STATIONS_ID	DAY	TEMPERATURE_AVERAGE
96	20210121	6.4
96	20210122	5.6
96	20210123	0.1
96	20210124	0.3
96	20210125	0.4
96	20210126	-0.1
96	20210127	1.0
96	20210128	0.8
96	20210129	-1.5
96	20210130	-1.8
96	20210131	-5.8
96	20210201	-3.3
96	20210202	-0.2
96	20210203	1.0
96	20210204	0.4
96	20210205	-0.1
96	20210206	-2.4
96	20210207	-5.7
96	20210208	-8.3
96	20210209	-8.9
96	20210210	-6.9
96	20210211	-4.9
96	20210212	-6.2
96	20210213	-7.2
96	20210214	-7.2
96	20210215	-6.4
96	20210216	0.9
96	20210217	3.9
96	20210218	5.5
96	20210219	4.4
96	20210220	4.8
96	20210221	6.8
96	20210222	4.8
96	20210223	8.1
96	20210224	9.9
96	20210225	9.5
96	20210226	7.1
96	20210227	4.8
96	20210228	2.7
96	20210301	3.4
96	20210302	0.5
96	20210303	5.4
96	20210304	3.4
96	20210305	1.2
96	20210306	0.7
96	20210307	2.5
96	20210308	1.0
96	20210309	0.1
96	20210310	1.6
96	20210311	6.2
96	20210312	6.7
96	20210313	5.4
96	20210314	5.0
96	20210315	4.4
96	20210316	3.8
96	20210317	1.3
96	20210318	2.3
96	20210319	0.3
96	20210320	1.0
96	20210321	5.3
96	20210322	5.5
96	20210323	5.4
96	20210324	6.7
96	20210325	6.8
96	20210326	8.4
96	20210327	5.5
96	20210328	6.6
96	20210329	13.2
96	20210330	12.4
96	20210331	12.6
96	20210401	9.1
96	20210402	5.4
96	20210403	4.9
96	20210404	3.7
96	20210405	3.5
96	20210406	1.3
96	20210407	2.3
96	20210408	3.9
96	20210409	7.0
96	20210410	6.3
96	20210411	9.8
96	20210412	4.4
96	20210413	3.9
96	20210414	4.1
96	20210415	4.8
96	20210416	7.1
96	20210417	9.0
96	20210418	6.7
96	20210419	10.2
96	20210420	10.4
96	20210421	9.3
96	20210422	7.1
96	20210423	8.2
96	20210424	6.8
96	20210425	5.5
96	20210426	4.0
96	20210427	5.7
96	20210428	10.1
96	20210429	9.3
96	20210430	7.8
96	20210501	8.2
96	20210502	7.6
96	20210503	6.7
96	20210504	9.3
96	20210505	8.3
96	20210506	7.5
96	20210507	4.9
96	20210508	9.1
96	20210509	18.5
96	20210510	21.2
96	20210511	18.8
96	20210512	13.0
96	20210513	11.1
96	20210514	9.1
96	20210515	11.7
96	20210516	11.3
96	20210517	12.5
96	20210518	10.7
96	20210519	11.6
96	20210520	12.1
96	20210521	13.4
96	20210522	11.3
96	20210523	11.4
96	20210524	14.8
96	20210525	11.5
96	20210526	11.7
96	20210527	11.1
96	20210528	12.3
96	20210529	12.4
96	20210530	14.4
96	20210531	14.7
96	20210601	16.7
96	20210602	17.5
96	20210603	20.3
96	20210604	20.0
96	20210605	21.3
96	20210606	20.9
96	20210607	20.5
96	20210608	20.0
96	20210609	19.5
96	20210610	21.1
96	20210611	21.0
96	20210612	17.5
96	20210613	15.2
96	20210614	18.4
96	20210615	18.3
96	20210616	19.8
96	20210617	25.6
96	20210618	27.1
96	20210619	27.0
96	20210620	26.6
96	20210621	23.7
96	20210622	17.7
96	20210623	15.4
96	20210624	16.7
96	20210625	19.0
96	20210626	19.4
96	20210627	20.3
96	20210628	23.7
96	20210629	22.4
96	20210630	17.6
96	20210701	15.6
96	20210702	19.3
96	20210703	18.8
96	20210704	20.7
96	20210705	19.1
96	20210706	21.5
96	20210707	18.6
96	20210708	18.2
96	20210709	16.8
96	20210710	18.3
96	20210711	22.3
96	20210712	21.7
96	20210713	23.5
96	20210714	21.7
96	20210715	21.4
96	20210716	22.9
96	20210717	23.2
96	20210718	21.1
96	20210719	16.3
96	20210720	16.5
96	20210721	17.9
96	20210722	18.3
96	20210723	18.4
96	20210724	22.6
96	20210725	23.5
96	20210726	21.9
96	20210727	21.7
96	20210728	19.2
96	20210729	18.7
96	20210730	18.9
96	20210731	19.1
96	20210801	16.7
96	20210802	16.5
96	20210803	17.2
96	20210804	17.9
96	20210805	18.7
96	20210806	19.2
96	20210807	19.2
96	20210808	17.8
96	20210809	16.1
96	20210810	16.5
96	20210811	16.5
96	20210812	19.2
96	20210813	22.0
96	20210814	20.0
96	20210815	19.1
96	20210816	16.3
96	20210817	14.4
96	20210818	16.0
96	20210819	17.2
96	20210820	15.9
96	20210821	17.1
96	20210822	17.3
96	20210823	17.4
96	20210824	15.5
96	20210825	14.1
96	20210826	14.0
96	20210827	14.3
96	20210828	15.3
96	20210829	15.6
96	20210830	15.4
96	20210831	15.7
96	20210901	15.5
96	20210902	13.9
96	20210903	15.3
96	20210904	13.9
96	20210905	14.6
96	20210906	15.8
96	20210907	16.2
96	20210908	16.9
96	20210909	18.2
96	20210910	19.3
96	20210911	18.5
96	20210912	17.6
96	20210913	14.5
96	20210914	14.3
96	20210915	17.5
96	20210916	16.9
96	20210917	14.1
96	20210918	13.9
96	20210919	12.7
96	20210920	12.3
96	20210921	12.0
96	20210922	13.2
96	20210923	14.0
96	20210924	14.5
96	20210925	16.6
96	20210926	18.3
96	20210927	16.7
96	20210928	14.6
96	20210929	12.4
96	20210930	10.6
96	20211001	11.4
96	20211002	12.8
96	20211003	17.0
96	20211004	13.1
96	20211005	11.1
96	20211006	11.9
96	20211007	10.0
96	20211008	10.6
96	20211009	7.9
96	20211010	6.4
96	20211011	8.2
96	20211012	8.1
96	20211013	7.6
96	20211014	11.0
96	20211015	10.5
96	20211016	8.6
96	20211017	8.9
96	20211018	11.1
96	20211019	11.5
96	20211020	14.9
96	20211021	11.5
96	20211022	6.8
96	20211023	6.6
96	20211024	6.9
96	20211025	4.7
96	20211026	9.4
96	20211027	12.4
96	20211028	10.5
96	20211029	7.0
96	20211030	7.8
96	20211031	12.0
96	20211101	9.9
96	20211102	7.9
96	20211103	5.2
96	20211104	7.2
96	20211105	8.1
96	20211106	8.6
96	20211107	8.3
96	20211108	8.5
96	20211109	7.6
96	20211110	3.5
96	20211111	5.1
96	20211112	7.4
96	20211113	4.8
96	20211114	5.7
96	20211115	5.6
96	20211116	5.4
96	20211117	5.2
96	20211118	7.5
96	20211119	11.5
96	20211120	10.5
96	20211121	7.2
96	20211122	2.8
96	20211123	5.6
96	20211124	6.6
96	20211125	4.9
96	20211126	4.1
96	20211127	1.5
96	20211128	1.3
96	20211129	2.2
96	20211130	3.2
96	20211201	5.1
96	20211202	1.7
96	20211203	0.3
96	20211204	1.6
96	20211205	0.4
96	20211206	-0.6
96	20211207	-1.0
96	20211208	-0.3
96	20211209	-1.5
96	20211210	-0.6
96	20211211	-0.1
96	20211212	1.6
96	20211213	6.9
96	20211214	7.0
96	20211215	8.3
96	20211216	7.3
96	20211217	4.9
96	20211218	5.9
96	20211219	5.5
96	20211220	0.9
96	20211221	-0.4
96	20211222	-1.8
96	20211223	-1.8
96	20211224	0.5
96	20211225	-7.1
96	20211226	-9.0
96	20211227	-4.8
96	20211228	-1.0
96	20211229	2.2
96	20211230	7.5
96	20211231	12.0
96	20220101	11.2
96	20220102	9.6
96	20220103	7.8
96	20220104	5.5
96	20220105	3.1
96	20220106	0.3
96	20220107	-0.1
96	20220108	0.8
96	20220109	0.8
96	20220110	2.2
96	20220111	-2.4
96	20220112	1.1
96	20220113	4.6
96	20220114	5.7
96	20220115	0.4
96	20220116	2.0
96	20220117	3.9
96	20220118	2.3
96	20220119	3.7
96	20220120	0.8
96	20220121	0.0
96	20220122	2.7
96	20220123	5.3
96	20220124	4.2
96	20220125	3.7
96	20220126	2.9
96	20220127	4.6
96	20220128	4.7
96	20220129	5.7
96	20220130	5.7
96	20220131	1.9
96	20220201	3.3
96	20220202	4.6
96	20220203	3.9
96	20220204	5.9
96	20220205	4.1
96	20220206	5.2
96	20220207	3.9
96	20220208	5.8
96	20220209	8.6
96	20220210	6.0
96	20220211	2.8
96	20220212	0.2
96	20220213	2.1
96	20220214	6.9
96	20220215	6.2
96	20220216	7.2
96	20220217	6.6
96	20220218	5.8
96	20220219	5.1
96	20220220	4.9
96	20220221	4.9
96	20220222	5.4
96	20220223	5.5
96	20220224	5.0
96	20220225	3.8
96	20220226	4.2
96	20220227	0.1
96	20220228	0.7
96	20220301	1.0
96	20220302	1.1
96	20220303	-0.6
96	20220304	1.4
96	20220305	0.6
96	20220306	0.7
96	20220307	2.3
96	20220308	2.5
96	20220309	3.5
96	20220310	3.4
96	20220311	2.7
96	20220312	4.2
96	20220313	5.9
96	20220314	6.7
96	20220315	7.7
96	20220316	5.2
96	20220317	6.9
96	20220318	7.6
96	20220319	5.9
96	20220320	6.3
96	20220321	6.4
96	20220322	6.3
96	20220323	8.6
96	20220324	7.0
96	20220325	8.5
96	20220326	7.2
96	20220327	6.7
96	20220328	7.9
96	20220329	7.5
96	20220330	4.7
96	20220331	3.4
96	20220401	3.1
96	20220402	1.6
96	20220403	2.2
96	20220404	3.3
96	20220405	5.9
96	20220406	9.3
96	20220407	9.1
96	20220408	5.9
96	20220409	4.6
96	20220410	4.6
96	20220411	6.1
96	20220412	8.9
96	20220413	12.8
96	20220414	11.4
96	20220415	6.9
96	20220416	6.5
96	20220417	7.4
96	20220418	8.6
96	20220419	8.8
96	20220420	9.4
96	20220421	9.5
96	20220422	8.7
96	20220423	10.9
96	20220424	9.8
96	20220425	8.8
96	20220426	9.8
96	20220427	10.5
96	20220428	10.4
96	20220429	11.1
96	20220430	12.1
96	20220501	10.2
96	20220502	11.6
96	20220503	12.1
96	20220504	13.1
96	20220505	13.1
96	20220506	13.2
96	20220507	15.5
96	20220508	13.6
96	20220509	13.5
96	20220510	17.8
96	20220511	19.4
96	20220512	15.1
96	20220513	12.4
96	20220514	14.0
96	20220515	14.2
96	20220516	17.2
96	20220517	16.6
96	20220518	17.9
96	20220519	20.7
96	20220520	18.7
96	20220521	14.5
96	20220522	13.7
96	20220523	17.2
96	20220524	16.3
96	20220525	15.2
96	20220526	16.0
96	20220527	13.5
96	20220528	11.2
96	20220529	11.2
96	20220530	10.8
96	20220531	14.0
96	20220601	13.3
96	20220602	13.0
96	20220603	16.6
96	20220604	18.9
96	20220605	19.4
96	20220606	18.6
96	20220607	18.0
96	20220608	19.1
96	20220609	18.3
96	20220610	18.5
96	20220611	20.6
96	20220612	19.8
96	20220613	14.8
96	20220614	13.7
96	20220615	17.0
96	20220616	17.7
96	20220617	19.2
96	20220618	24.3
96	20220619	22.0
96	20220620	14.4
96	20220621	17.8
96	20220622	19.0
96	20220623	21.5
96	20220624	24.5
96	20220625	22.6
96	20220626	25.1
96	20220627	26.5
96	20220628	20.8
96	20220629	20.3
96	20220630	22.4
96	20220701	18.2
96	20220702	19.3
96	20220703	22.3
96	20220704	19.2
96	20220705	19.1
96	20220706	16.1
96	20220707	15.2
96	20220708	16.7
96	20220709	15.8
96	20220710	15.6
96	20220711	16.7
96	20220712	19.5
96	20220713	22.4
96	20220714	17.6
96	20220715	15.7
96	20220716	16.6
96	20220717	16.6
96	20220718	20.2
96	20220719	24.8
96	20220720	28.4
96	20220721	22.2
96	20220722	18.9
96	20220723	17.6
96	20220724	19.3
96	20220725	24.3
96	20220726	18.5
96	20220727	15.8
96	20220728	16.1
96	20220729	20.6
96	20220730	21.4
96	20220731	21.0
96	20220801	19.7
96	20220802	19.6
96	20220803	25.5
96	20220804	27.8
96	20220805	20.7
96	20220806	16.3
96	20220807	17.0
96	20220808	19.3
96	20220809	21.0
96	20220810	20.9
96	20220811	22.6
96	20220812	23.1
96	20220813	23.6
96	20220814	25.4
96	20220815	23.1
96	20220816	22.7
96	20220817	24.7
96	20220818	24.2
96	20220819	20.3
96	20220820	20.0
96	20220821	18.6
96	20220822	18.9
96	20220823	20.3
96	20220824	20.3
96	20220825	21.4
96	20220826	20.2
96	20220827	19.5
96	20220828	17.0
96	20220829	16.9
96	20220830	16.4
96	20220831	16.2
96	20220901	15.5
96	20220902	15.4
96	20220903	16.1
96	20220904	17.8
96	20220905	17.8
96	20220906	17.7
96	20220907	18.1
96	20220908	15.0
96	20220909	16.7
96	20220910	15.6
96	20220911	15.6
96	20220912	14.5
96	20220913	15.2
96	20220914	14.4
96	20220915	13.1
96	20220916	12.2
96	20220917	12.0
96	20220918	10.5
96	20220919	10.8
96	20220920	10.4
96	20220921	10.4
96	20220922	9.0
96	20220923	9.7
96	20220924	11.6
96	20220925	13.1
96	20220926	11.9
96	20220927	11.0
96	20220928	9.2
96	20220929	8.6
96	20220930	8.7
96	20221001	9.7
96	20221002	12.2
96	20221003	12.9
96	20221004	12.7
96	20221005	12.9
96	20221006	13.7
96	20221007	9.5
96	20221008	9.2
96	20221009	9.5
96	20221010	11.1
96	20221011	10.2
96	20221012	9.7
96	20221013	8.9
96	20221014	11.8
96	20221015	14.1
96	20221016	14.4
96	20221017	17.2
96	20221018	14.3
96	20221019	10.0
96	20221020	7.9
96	20221021	11.2
96	20221022	14.2
96	20221023	13.5
96	20221024	14.1
96	20221025	11.8
96	20221026	10.3
96	20221027	12.5
96	20221028	14.8
96	20221029	15.0
96	20221030	13.2
96	20221031	11.1
96	20221101	12.4
96	20221102	8.3
96	20221103	7.5
96	20221104	8.7
96	20221105	7.1
96	20221106	6.5
96	20221107	10.3
96	20221108	11.0
96	20221109	11.2
96	20221110	11.0
96	20221111	8.5
96	20221112	5.2
96	20221113	7.8
96	20221114	6.3
96	20221115	5.3
96	20221116	5.7
96	20221117	3.1
96	20221118	-1.0
96	20221119	-1.7
96	20221120	-0.1
96	20221121	-1.5
96	20221122	-0.5
96	20221123	2.4
96	20221124	2.5
96	20221125	4.1
96	20221126	7.0
96	20221127	5.0
96	20221128	3.6
96	20221129	3.3
96	20221130	2.5
96	20221201	0.1
96	20221202	0.6
96	20221203	-1.3
96	20221204	0.4
96	20221205	2.2
96	20221206	2.0
96	20221207	1.6
96	20221208	0.7
96	20221209	-1.7
96	20221210	-2.8
96	20221211	-2.5
96	20221212	-1.8
96	20221213	-4.5
96	20221214	-9.2
96	20221215	-8.8
96	20221216	-5.1
96	20221217	-4.5
96	20221218	-6.0
96	20221219	-1.2
96	20221220	4.2
96	20221221	6.1
96	20221222	5.8
96	20221223	4.8
96	20221224	4.7
96	20221225	4.3
96	20221226	8.3
96	20221227	3.1
96	20221228	5.5
96	20221229	8.7
96	20221230	6.8
96	20221231	12.0
96	20230101	12.4
96	20230102	11.2
96	20230103	3.9
96	20230104	6.3
96	20230105	7.0
96	20230106	5.8
96	20230107	6.8
96	20230108	6.4
96	20230109	5.4
96	20230110	5.5
96	20230111	5.9
96	20230112	7.7
96	20230113	8.3
96	20230114	6.7
96	20230115	6.3
96	20230116	4.4
96	20230117	2.2
96	20230118	-2.6
96	20230119	-1.3
96	20230120	-0.2
96	20230121	1.2
96	20230122	1.0
96	20230123	1.0
96	20230124	-0.2
96	20230125	-0.4
